1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
受注番号,納品先コード,納品先名,商品コード,商品名,Brand,NWA,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷予定日
,,,,,,NWA,納品先BULK,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,
,,,,,,NWA,納品先BULK,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,
,,,77273244M,Abisko Summer Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77273244XL,Abisko Summer Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77273555M,Abisko Summer Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77273555S,Abisko Summer Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77273633S,Abisko Summer Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277030S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277118L,Kiruna Hat,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277118M,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277196L,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,2,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277196M,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277196S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277300L,Kiruna Hat,FRV,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277300M,Kiruna Hat,FRV,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277300S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277346S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277555L,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277555M,Kiruna Hat,FRV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,3,0,1,1,1,0,1,0,2,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277555S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277625L,Kiruna Hat,FRV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,0,0,1,0,2,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277625M,Kiruna Hat,FRV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277625S,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77277625XL,Kiruna Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279550L,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279550M,Singi Trekking Cap,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,2,1,1,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279550S,Singi Trekking Cap,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279550XL,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,0,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279555S,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,2,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279622L,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279622M,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279622XL,Singi Trekking Cap,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,1,1,0,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279633L,Singi Trekking Cap,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,2,2,1,1,0,1,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279633M,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77279633XL,Singi Trekking Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,1,1,1,2,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,7728124985,Singi Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,2,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77292550S/M,Singi Gaiters,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77292633S/M,Singi Gaiters,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,2,0,0,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77295550L,Singi Field Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77295550M,Singi Field Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77295633L,Singi Field Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77295633M,Singi Field Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77297032X,Canvas Brass Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,2,2,0,2,0,1,1,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77297232X,Canvas Brass Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77297550X,Canvas Brass Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,0,0,2,1,0,2,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77297555X,Canvas Brass Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,1,2,0,2,0,2,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77297633X,Canvas Brass Belt 4 cm,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,1,0,0,0,2,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77302030S,Singi Heater,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77302555S,Singi Heater,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77307550X,Ovik Wallet,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77308550X,Ovik Card Holder,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,0,1,0,0,0,0,2,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77309550X,Ovik Key Ring,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,2,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77316550X,Keb Trekking Belt,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77316633X,Keb Trekking Belt,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77340633L,Varmland Heater,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77340633S,Varmland Heater,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77343249X,Equipment Bag,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77352560X,G1000 Seat Pad,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77352633X,G1000 Seat Pad,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,2,1,2,2,2,2,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77352679X,G1000 Seat Pad,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,2,2,1,1,1,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77355633X,Singi Clip Suspenders,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,2,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357030L/XL,Vidda Cap,FRV,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,3,2,3,1,2,2,2,3,3,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357030S/M,Vidda Cap,FRV,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,3,1,2,2,4,1,2,2,3,3,3,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357215L/XL,Vidda Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,2,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357215S/M,Vidda Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,3,0,0,0,3,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357232L/XL,Vidda Cap,FRV,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,3,1,4,2,3,1,1,1,2,4,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357232S/M,Vidda Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,2,3,1,2,1,1,4,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357300L/XL,Vidda Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,2,1,0,2,0,2,1,1,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357300S/M,Vidda Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,1,0,0,1,0,0,2,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357520L/XL,Vidda Cap,FRV,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,2,3,1,2,2,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357520S/M,Vidda Cap,FRV,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,3,3,3,2,1,1,2,4,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357570-050L/XL,Vidda Cap,FRV,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,2,3,1,2,1,1,2,3,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357570-050S/M,Vidda Cap,FRV,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,4,1,2,2,3,1,2,2,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357622L/XL,Vidda Cap,FRV,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,5,3,1,2,2,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357622S/M,Vidda Cap,FRV,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,4,5,1,2,2,2,3,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357625L/XL,Vidda Cap,FRV,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,4,2,1,2,1,2,4,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357625S/M,Vidda Cap,FRV,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,3,4,1,2,2,2,4,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357633L/XL,Vidda Cap,FRV,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,4,4,2,2,2,2,1,4,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357633S/M,Vidda Cap,FRV,41,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2,1,2,4,5,1,1,2,2,3,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357662L/XL,Vidda Cap,FRV,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,3,2,2,1,2,2,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77357662S/M,Vidda Cap,FRV,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,4,4,2,1,2,3,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77362550X,Leather Luggage Tag,FRV,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,3,3,2,2,5,2,2,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77363550X,Leather Passport Cover,FRV,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,4,2,2,2,3,2,2,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387031X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387113X,Byron Hat Thin,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387215X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387555X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387574X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387614X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,2,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77387633X,Byron Hat Thin,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77388113X,Byron Hat,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77388166X,Byron Hat,FRV,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77388550X,Byron Hat,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77388555X,Byron Hat,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77388574X,Byron Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391243L/XL,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391243S/M,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391300L/XL,Fjallraven Est. 1960 Cap,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391300S/M,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391333L/XL,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391534L/XL,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,77391534S/M,Fjallraven Est. 1960 Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
