処理番号,営業日付,店舗名称,3rd Item No.,表記部門名1,StyleNo,商品名,ColorNo,ColorName,Size,数量,税抜単価,税単価,税込単価,税抜金額,税額,税込金額,上代,金種名,調整値引,客層名,拡張名,販売者,会員フラグ,会員番号
449341,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,小林,0,
449341,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23505228X,FJALLRAVEN,23505,Kanken Shoulder Pads,228,Khaki Dust,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",現金,,女性,I,小林,0,
449341,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,小林,0,
449342,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,14600188113S,FJALLRAVEN,14600188,Fjallraven Heavy Classic T-shirt W,113,Chalk White,S,1,"6,400",640,"7,040","6,400",640,"7,040","8,000",カード,,女性,III,大坂,1,121399
449342,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,84118550-048S,FJALLRAVEN,84118,Abisko Wool Fox SS W,550-048,Black-Iron Grey,S,1,"8,800",880,"9,680","8,800",880,"9,680","11,000",カード,,女性,III,大坂,1,121399
449342,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,8477563340/S,FJALLRAVEN,84775,Stina Trousers W,633,Dark Olive,40/S,1,"17,600","1,760","19,360","17,600","1,760","19,360","22,000",カード,,女性,III,大坂,1,121399
449342,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,女性,III,大坂,1,121399
449343,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23349243X,FJALLRAVEN,23349,Skule 20,243,Terracotta Brown,X,1,"12,000",0,"12,000","12,000",0,"12,000","12,000",カード,,外国女性,III,宮下,0,
449344,2026/06/29,FJALLRAVEN POPUP NARITA,23797457X,FJALLRAVEN,23797,Kanken Sling,457,Pastel Lavender,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国女性,III,島田,0,
449345,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23346050X,FJALLRAVEN,23346,Skule 28,050,Basalt,X,1,"14,000",0,"14,000","14,000",0,"14,000","14,000",カード,,外国男性,III,及川,0,
449345,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23100176X,FJALLRAVEN,23100176,Samlaren Field Repair,,Assorted,X,1,"5,800",0,"5,800","5,800",0,"5,800","5,800",カード,,外国男性,III,及川,0,
449346,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,23524550X,FJALLRAVEN,23524,Kanken Laptop 15,550,Black,X,1,"16,200","1,620","17,820","16,200","1,620","17,820","18,000",カード,,男性,II,生田,0,
449347,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,23340030X,FJALLRAVEN,23340,Haulpack No.1,030,Dark Grey,X,1,"21,000","2,100","23,100","21,000","2,100","23,100","26,000",複数金種,,男性,V,久保,1,120570
449347,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,RP012,Other,RP012,ショッパー(L),,,X,1,50,5,55,50,5,55,50,複数金種,,男性,V,久保,1,120570
449348,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,23510550X,FJALLRAVEN,23510,Kanken,550,Black,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,男性,II,志良堂,1,143721
449349,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,23799550X,FJALLRAVEN,23799,Kanken No. 2 Black Sling,550,Black,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",現金,,女性,II,沖山,0,
449350,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,23227424X,FJALLRAVEN,23227,High Coast Crossbody,424,Blackberry,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",カード,,男性,V,志良堂,0,
449351,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23226452X,FJALLRAVEN,23226,HighCoastPocket,452,Lavender Mist,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",カード,,外国女性,II,宮下,0,
449352,2026/06/29,FJALLRAVEN by 3NITY SAPPORO HUTTE,23200334031-424X,FJALLRAVEN,23200334,KankenKoncept,031-424,Graphite-Blackberry,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",カード,,女性,II,佐藤,1,143722
449353,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23349662X,FJALLRAVEN,23349,Skule 20,662,Deep Forest,X,1,"12,000",0,"12,000","12,000",0,"12,000","12,000",現金,,外国女性,II,須藤,0,
449353,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,外国女性,II,須藤,0,
449354,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,23565633X,FJALLRAVEN,23565,Kanken No.2,633,Dark Olive,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","20,000",カード,,外国女性,I,久保,0,
449354,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,I,久保,0,
449355,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,23510021X,FJALLRAVEN,23510,Kanken,021,Fog,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,外国女性,IV,久保,0,
449355,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,外国女性,IV,久保,0,
449356,2026/06/29,6142,23785620X,FJALLRAVEN,23785,Kanken Keyring,620,Green,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",カード,,外国男性,III,中尾,0,
449358,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,79030X,FJALLRAVEN,79030,Greenland Wax travel pack,,,X,1,850,85,935,850,85,935,850,現金,,外国女性,III,清水,0,
449359,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23226550X,FJALLRAVEN,23226,High Coast Pocket,550,Black,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",カード,,外国女性,II,須藤,0,
449360,2026/06/29,FJALLRAVEN by 3NITY TOKYO,27222560X,FJALLRAVEN,27222,Abisko Hike Foldsack,560,Navy,X,1,"23,000",0,"23,000","23,000",0,"23,000","23,000",カード,,外国女性,V,須藤,0,
449360,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP012,Other,RP012,ショッパー(L),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,V,須藤,0,
449361,2026/06/29,FJALLRAVEN by 3NITY TOKYO NODE,79030X,FJALLRAVEN,79030,Greenland Wax travel pack,,,X,1,850,85,935,850,85,935,850,現金,,女性,IV,山之内,0,
449363,2026/06/29,FJALLRAVEN by 3NITY TOKYO NODE,79030X,FJALLRAVEN,79030,Greenland Wax travel pack,,,X,-1,850,85,935,-850,-85,-935,850,現金,,女性,IV,共通ユーザ,0,
449364,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23797501X,FJALLRAVEN,23797,Kanken Sling,501,Sky Blue,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",現金,,外国男性,II,花山,0,
449368,2026/06/29,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,"1,200",120,"1,320","1,200",120,"1,320","1,200",カード,,外国男性,III,花山,0,
449370,2026/06/29,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,2,"1,200",120,"1,320","2,400",240,"2,640","1,200",カード,,外国男性,IV,花山,0,
449371,2026/06/29,FJALLRAVEN POPUP NARITA,23200395118X,FJALLRAVEN,23200395,Kanken Crossbody,118,Fossil,X,1,"12,500",0,"12,500","12,500",0,"12,500","12,500",カード,,外国女性,V,永山,0,
449373,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,23346577X,FJALLRAVEN,23346,Skule 28,577,Nimbus Blue,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",現金,,女性,II,沖山,0,
449373,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,II,沖山,0,
449374,2026/06/29,6142,23505560X,FJALLRAVEN,23505,Kanken Shoulder Pads,560,Navy,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",カード,,外国女性,III,中尾,0,
449375,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23510457X,FJALLRAVEN,23510,Kanken,457,Pastel Lavender,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,I,花山,1,１４３７２３
449375,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,I,花山,1,１４３７２３
449375,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP008,Other,RP008,KANKEN SMU,,,X,1,"2,000",200,"2,200","2,000",200,"2,200","2,000",カード,,女性,I,花山,1,１４３７２３
449376,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23510312X,FJALLRAVEN,23510,Kanken,312,Pink,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,I,花山,0,
449376,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,I,花山,0,
449378,2026/06/29,6142,23154662X,FJALLRAVEN,23154,Greenland Shoulder Bag,662,Deep Forest,X,1,"20,000",0,"20,000","20,000",0,"20,000","20,000",電子マネー,,外国男性,III,中尾,0,
449379,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23510560X,FJALLRAVEN,23510,Kanken,560,Navy,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,II,須藤,1,143724
449380,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,23510501-115X,FJALLRAVEN,23510,Kanken,501-115,Sky Blue-Light Oak,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",電子マネー,,男性,III,鶴井,1,143725
449380,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,男性,III,鶴井,1,143725
449381,2026/06/29,6142,23505560X,FJALLRAVEN,23505,Kanken Shoulder Pads,560,Navy,X,-1,"3,500",350,"3,850","-3,500",-350,"-3,850","3,500",カード,,外国女性,III,共通ユーザ,0,
449382,2026/06/29,6142,23505560X,FJALLRAVEN,23505,Kanken Shoulder Pads,560,Navy,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",電子マネー,,外国女性,III,中尾,0,
449383,2026/06/29,FJALLRAVEN by 3NITY TOKYO,24200023620X,FJALLRAVEN,24200023,Kajka 55 S/M,620,Green,X,1,"54,000","5,400","59,400","54,000","5,400","59,400","54,000",カード,,男性,III,及川,1,143726
449383,2026/06/29,FJALLRAVEN by 3NITY TOKYO,RP013,Other,RP013,ショッパー(XL),,,X,1,50,5,55,50,5,55,50,カード,,男性,III,及川,1,143726
449385,2026/06/29,FJALLRAVEN by 3NITY TOKYO,23565633X,FJALLRAVEN,23565,Kanken No.2,633,Dark Olive,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","20,000",カード,,男性,II,花山,0,
449388,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,23510664X,FJALLRAVEN,23510,Kanken,664,Frost Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,外国女性,IV,久保,0,
449388,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,外国女性,IV,久保,0,
449390,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,23200330550X,FJALLRAVEN,23200330,High Coast Backpack 24,550,Black,X,1,"17,000","1,700","18,700","17,000","1,700","18,700","17,000",複数金種,,外国男性,III,久保,0,
449390,2026/06/29,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,外国男性,III,久保,0,
449391,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23510424X,FJALLRAVEN,23510,Kanken,424,Blackberry,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,IV,村田,1,143727
449391,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,IV,村田,1,143727
449391,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,2,50,5,55,100,10,110,50,現金,,女性,IV,村田,1,143727
449391,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23622907X,FJALLRAVEN,23622,Kanken Rainbow Keyring,907,Rainbow Pattern,X,2,"1,500",150,"1,650","3,000",300,"3,300","1,500",現金,,女性,IV,村田,1,143727
449392,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,V,清水,0,
449393,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,23525457X,FJALLRAVEN,23525,Kanken Laptop 17,457,Pastel Lavender,X,1,"19,000","1,900","20,900","19,000","1,900","20,900","19,000",カード,,女性,III,生田,1,143728
449393,2026/06/29,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,III,生田,1,143728
449394,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,23510660X,FJALLRAVEN,23510,Kanken,660,Forest Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,II,村田,0,
449394,2026/06/29,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,村田,0,
449397,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,23804550X,FJALLRAVEN,23804,Kanken no. 2 Black Laptop 15,550,Black,X,1,"26,000","2,600","28,600","26,000","2,600","28,600","26,000",カード,,女性,II,清水,1,１４３７２９
449397,2026/06/29,FJALLRAVEN STORE 名古屋ファッションワン,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,清水,1,１４３７２９
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,77029633X,FJALLRAVEN,77029,Canvas Belt,633,Dark Olive,X,1,"4,600",460,"5,060","4,600",460,"5,060","4,600",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,77297550X,FJALLRAVEN,77297,Canvas Brass Belt 4 cm,550,Black,X,1,"4,300",430,"4,730","4,300",430,"4,730","4,300",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,24213633X,FJALLRAVEN,24213,Gear Bag,633,Dark Olive,X,1,"4,300",430,"4,730","4,300",430,"4,730","4,300",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,13100237577-118S/M,FJALLRAVEN,13100237,Vardag Bucket Hat,577-118,Nimbus Blue-Fossil,S/M,1,"9,000",900,"9,900","9,000",900,"9,900","9,000",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,79258633L,FJALLRAVEN,79258,Hatfield Hat,633,Dark Olive,L,1,"6,400",640,"7,040","6,400",640,"7,040","7,400",現金,,男性,III,沖山,1,142230
449403,2026/06/29,FJALLRAVEN by 3NITY 京王新宿,23785620X,FJALLRAVEN,23785,Kanken Keyring,620,Green,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",現金,,男性,III,沖山,1,142230
449404,2026/06/29,FJALLRAVEN POPUP NARITA,23797457X,FJALLRAVEN,23797,Kanken Sling,457,Pastel Lavender,X,-1,"10,500",0,"10,500","-10,500",0,"-10,500","10,500",カード,,外国女性,III,共通ユーザ,0,
449407,2026/06/29,FJALLRAVEN POPUP NARITA,23797457X,FJALLRAVEN,23797,Kanken Sling,457,Pastel Lavender,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",銀聯,,外国女性,III,島田,0,
449423,2026/06/30,FJALLRAVEN POPUP NARITA,23223550X,FJALLRAVEN,23223,High Coast Hip Pack,550,Black,X,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",カード,,女性,V,沖山,0,
449423,2026/06/30,FJALLRAVEN POPUP NARITA,GIFT300,Other,GIFT300,Gift Wrapping (S),,,X,1,300,30,330,300,30,330,300,カード,,女性,V,沖山,0,
449424,2026/06/30,FJALLRAVEN POPUP NARITA,23226543X,FJALLRAVEN,23226,High Coast Pocket,543,Dawn Blue,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",現金,,男性,V,沖山,0,
449425,2026/06/30,FJALLRAVEN POPUP NARITA,23226543X,FJALLRAVEN,23226,High Coast Pocket,543,Dawn Blue,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",カード,,男性,V,沖山,0,
449426,2026/06/30,FJALLRAVEN POPUP NARITA,23226543X,FJALLRAVEN,23226,High Coast Pocket,543,Dawn Blue,X,-1,"5,000",0,"5,000","-5,000",0,"-5,000","5,000",現金,,男性,V,共通ユーザ,0,
449428,2026/06/30,FJALLRAVEN POPUP NARITA,23200301037X,FJALLRAVEN,23200301,Vardag Shoulder Bag 6,037,Coal Black,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国男性,II,沖山,0,
449429,2026/06/30,FJALLRAVEN POPUP NARITA,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,II,沖山,0,
449433,2026/06/30,FJALLRAVEN POPUP NARITA,23222620X,FJALLRAVEN,23222,High Coast Foldsack 24,620,Green,X,1,"14,500",0,"14,500","14,500",0,"14,500","14,500",カード,,外国女性,IV,沖山,0,
449434,2026/06/30,FJALLRAVEN by 3NITY 京王新宿,23200284118X,FJALLRAVEN,23200284,KankenNo.2HipPack,118,Fossil,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",現金,,外国女性,III,高橋,0,
449437,2026/06/30,FJALLRAVEN STORE 名古屋ファッションワン,23510021-312X,FJALLRAVEN,23510,Kanken,021-312,Fog-Pink,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",Eコレクト(代引),,女性,III,大坂,0,
449437,2026/06/30,FJALLRAVEN STORE 名古屋ファッションワン,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,Eコレクト(代引),,女性,III,大坂,0,
449437,2026/06/30,FJALLRAVEN STORE 名古屋ファッションワン,FC400,Other,FC400,代引手数料(400),,,X,1,400,40,440,400,40,440,400,Eコレクト(代引),,女性,III,大坂,0,
449437,2026/06/30,FJALLRAVEN STORE 名古屋ファッションワン,FC500,Other,FC500,送料,,,X,1,500,50,550,500,50,550,500,Eコレクト(代引),,女性,III,大坂,0,
449438,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,23785620X,FJALLRAVEN,23785,Kanken Keyring,620,Green,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",現金,,女性,IV,長尾,0,
449440,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,27248638X,FJALLRAVEN,27248,Vardag Pocket,638,Storm,X,1,"4,500",450,"4,950","4,500",450,"4,950","4,500",複数金種,,女性,III,長尾,1,143730
449440,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,III,長尾,1,143730
449441,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,27248638X,FJALLRAVEN,27248,Vardag Pocket,638,Storm,X,-1,"4,500",450,"4,950","-4,500",-450,"-4,950","4,500",複数金種,,女性,III,共通ユーザ,1,143730
449441,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,RP010,Other,RP010,ショッパー(S),,,X,-1,50,5,55,-50,-5,-55,50,複数金種,,女性,III,共通ユーザ,1,143730
449442,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,27248638X,FJALLRAVEN,27248,Vardag Pocket,638,Storm,X,1,"4,500",450,"4,950","4,500",450,"4,950","4,500",複数金種,,女性,II,長尾,1,143730
449442,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,II,長尾,1,143730
449443,2026/06/30,6142,23313550X,FJALLRAVEN,23313,Ulvo 30,550,Black,X,1,"23,000","2,300","25,300","23,000","2,300","25,300","23,000",現金,,外国男性,IV,中尾,0,
449444,2026/06/30,6142,RP010,Other,RP010,ショッパー(S),,,X,1,100,10,110,100,10,110,50,現金,,男性,IV,中尾,0,
449445,2026/06/30,FJALLRAVEN by 3NITY SAPPORO HUTTE,23797664-319X,FJALLRAVEN,23797,Kanken Sling,664-319,Frost Green-Peach Pink,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,女性,III,佐藤,1,143731
449446,2026/06/30,FJALLRAVEN by 3NITY SAPPORO HUTTE,23200395118X,FJALLRAVEN,23200395,Kanken Crossbody,118,Fossil,X,1,"12,500","1,250","13,750","12,500","1,250","13,750","12,500",カード,,女性,III,佐藤,1,143732
449447,2026/06/30,FJALLRAVEN by 3NITY 京王新宿,77357215L/XL,FJALLRAVEN,77357,Vidda Cap,215,Autumn Leaf,L/XL,1,"6,200",620,"6,820","6,200",620,"6,820","6,200",カード,,男性,IV,大森,0,
449447,2026/06/30,FJALLRAVEN by 3NITY 京王新宿,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,男性,IV,大森,0,
449448,2026/06/30,FJALLRAVEN by 3NITY 京王新宿,24218633X,FJALLRAVEN,24218,Zip Card Holder,633,Dark Olive,X,1,"2,800",280,"3,080","2,800",280,"3,080","3,800",ポイント,,男性,III,大森,1,126270
449449,2026/06/30,FJALLRAVEN by 3NITY SAPPORO HUTTE,23156662X,FJALLRAVEN,23156,Greenland Pocket,662,Deep Forest,X,1,"9,000",900,"9,900","9,000",900,"9,900","10,000",カード,,男性,III,佐藤,1,110117
449449,2026/06/30,FJALLRAVEN by 3NITY SAPPORO HUTTE,23154662X,FJALLRAVEN,23154,Greenland Shoulder Bag,662,Deep Forest,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","20,000",カード,,男性,III,佐藤,1,110117
449450,2026/06/30,FJALLRAVEN POPUP NARITA,23797118X,FJALLRAVEN,23797,Kanken Sling,118,Fossil,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,女性,II,共通ユーザ,0,
449450,2026/06/30,FJALLRAVEN POPUP NARITA,23797115X,FJALLRAVEN,23797,Kanken Sling,115,Light Oak,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,女性,II,共通ユーザ,0,
449451,2026/06/30,FJALLRAVEN by 3NITY TOKYO,23780326X,FJALLRAVEN,23780,Kanken Card Wallet,326,Ox Red,X,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",カード,,男性,IV,赤根,1,129826
449451,2026/06/30,FJALLRAVEN by 3NITY TOKYO,GIFT300,Other,GIFT300,Gift Wrapping (S),,,X,1,300,30,330,300,30,330,300,カード,,男性,IV,赤根,1,129826
449452,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,79030X,FJALLRAVEN,79030,Greenland Wax travel pack,,,X,1,850,85,935,850,85,935,850,カード,,女性,III,志良堂,0,
449453,2026/06/30,FJALLRAVEN by 3NITY 大丸心斎橋,23505664X,FJALLRAVEN,23505,Kanken Shoulder Pads,664,Frost Green,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",複数金種,,外国女性,III,久保,0,
449454,2026/06/30,FJALLRAVEN by 3NITY TOKYO,23505664X,FJALLRAVEN,23505,Kanken Shoulder Pads,664,Frost Green,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",カード,,外国男性,III,赤根,0,
449455,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,IV,志良堂,1,143610
449455,2026/06/30,FJALLRAVEN by 3NITY ルクア大阪,23225543X,FJALLRAVEN,23225,High Coast Totepack,543,Dawn Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,IV,志良堂,1,143610
449456,2026/06/30,FJALLRAVEN POPUP NARITA,77357570-050L/XL,FJALLRAVEN,77357,Vidda Cap,570-050,Mountain Blue-Basalt,L/XL,1,"6,200",0,"6,200","6,200",0,"6,200","6,200",カード,,外国男性,III,沖山,0,
449456,2026/06/30,FJALLRAVEN POPUP NARITA,13100239625L/XL,FJALLRAVEN,13100239,Vardag Lite Cap,625,Laurel Green,L/XL,1,"6,700",0,"6,700","6,700",0,"6,700","6,700",カード,,外国男性,III,沖山,0,
449456,2026/06/30,FJALLRAVEN POPUP NARITA,13100237550L/XL,FJALLRAVEN,13100237,Vardag Bucket Hat,550,Black,L/XL,1,"9,000",0,"9,000","9,000",0,"9,000","9,000",カード,,外国男性,III,沖山,0,
449456,2026/06/30,FJALLRAVEN POPUP NARITA,23346550X,FJALLRAVEN,23346,Skule 28,550,Black,X,1,"14,000",0,"14,000","14,000",0,"14,000","14,000",カード,,外国男性,III,沖山,0,
449456,2026/06/30,FJALLRAVEN POPUP NARITA,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,外国男性,III,沖山,0,
449457,2026/06/30,FJALLRAVEN by 3NITY TOKYO,23223623X,FJALLRAVEN,23223,High Coast Hip Pack,623,Mountain Green,X,1,"6,500",0,"6,500","6,500",0,"6,500","6,500",カード,,外国女性,III,宮下,0,
449458,2026/06/30,FJALLRAVEN by 3NITY TOKYO,23710031X,FJALLRAVEN,23710,Kanken Totepack,031,Graphite,X,1,"15,000",0,"15,000","15,000",0,"15,000","15,000",カード,,外国女性,II,赤根,0,
449458,2026/06/30,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,II,赤根,0,
449459,2026/06/30,FJALLRAVEN by 3NITY 京王新宿,23346050X,FJALLRAVEN,23346,Skule 28,050,Basalt,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",現金,,女性,II,高橋,1,１４３７３３
